Date,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month),Ticker
2008-03-28 02:24:50,-0.5916901834493887,-0.4740339644223062,-0.0683013393140819,-0.1521094578041881,0.13185028899666806,1.6876934278119702,-0.11412257364247615,4.103031970437796,1.021879544445882,4.901112153194479,2.5873672179304266,-1.0866635188942444,-0.16862960943069347,-0.529729782918092,-0.8240386338967879,0.3001937907085732,-0.5386029881084691,-0.565445058513019,-0.5555136833761161,-0.2592214302247329,-0.39796099878010577,-0.4686295185077755,-0.3772336500662489,-0.1350784169047031,-0.13679113666637752,0.37101998747654,-0.10105295526132647,-0.5560057159729646,-0.09656661004762422,0.45851232419951393,-0.4581332477017204,-0.43534393905811664,-0.5085965786910754,-0.5275274849020631,-0.5128646161609876,-0.4373086326601684,-0.09060729048761663,-0.29740247013694376,2.2092817403193834,0.3567993841024736,-0.3114417669119481,LYB
2011-08-14 16:31:03,-0.5156128715907118,-0.4156587139744349,-0.054283845766647895,-0.3671695999304398,-0.005416769300495494,2.229566580308521,-0.1268539958370128,3.8377999478516984,0.7912182514831441,2.0088800244614102,3.330841981039016,-0.9449186061536324,-0.16101175738151274,-0.523482324330633,-0.8515668266221109,1.8937756023663197,-0.528606937171497,-0.5299673991795789,-0.5128737241534995,-0.4234958562463476,0.35876201438553296,-0.4514435066821688,-0.3615357501342873,-0.13342581535575304,0.09548959795294476,5.2620558274144535,0.048811376136586725,-0.5270538014433819,-0.8905723246954902,0.22439231899156245,-0.3659988144667109,-0.3557667926363033,-0.4004294503614688,-0.4264327427352464,-0.4073291218361295,-0.4614283055563071,0.3948164269045425,0.43428827730340414,3.4535923260222723,0.8777656615561517,0.4442344605451429,MSFT
2008-12-11 14:15:33,-0.6052843260602014,-0.4998705977320129,-0.06574468954756878,-0.4843773773892469,0.03893104953397273,1.1046653523409986,-0.13395990589907975,2.8166566608952186,0.4665030159783623,3.0539988395385347,2.4014985271532794,-1.0918493083847547,-0.16484557834744032,-0.5282980736584659,-0.8229004084701668,-0.16258880611122675,-0.5386029881084691,-0.5590959030865909,-0.5444325082901227,-0.4782539982535525,-0.3427324240289039,-0.4666521898674117,-0.3757764610430289,-0.16730414710922942,-0.1388526099365377,0.019753068000227574,-0.01911174172561404,-0.5411757174547323,-0.4151770155219977,0.25365731964255644,-0.551027866029428,-0.43936924218451184,-0.25638032120221393,-0.5091117646042782,-0.4942291872171738,-0.43564520694319336,0.1199998249946958,-0.11427072877758812,0.13543076414790214,0.5651858950839448,-0.26219545096530616,AMGN
2008-03-12 11:24:39,-0.6036630062992788,-0.4832613334614873,-0.07548640676135154,-0.34996478856033963,0.07799936612624236,1.3653131978456683,-0.12152456329046255,3.7913843438991313,0.8838537470958993,4.901112153194479,2.5873672179304266,-1.0866635188942444,-0.16862960943069347,-0.529729782918092,-0.8240386338967879,0.3001937907085732,-0.5386029881084691,-0.565445058513019,-0.5555136833761161,-0.2581262673845888,-0.39796099878010577,-0.4686295185077755,-0.3772336500662489,-0.1350784169047031,-0.13679113666637752,0.37101998747654,-0.10105295526132647,-0.5560057159729646,-0.09656661004762422,0.45851232419951393,-0.4588022105832947,-0.4372838255263371,-0.5315289988107188,-0.5275274849020631,-0.5128646161609876,-0.4373086326601684,-0.09060729048761663,-0.3128725030828254,1.2553102912805016,0.3151220819061793,-0.2549783184558845,RL
2013-04-22 02:50:12,-0.385907290716902,-0.3035704626984891,-0.0010790825221420805,0.16510425183203303,0.2722850486391509,3.3750452697632536,-0.10583234523673136,4.8025814300086305,1.1501944358953522,3.3202778528462003,3.7850911645738186,-0.8671317637959798,-0.14975924389710202,-0.5180157980666062,-0.8317532728994436,-0.15454041312305636,-0.5055521510542961,-0.4997293259752645,-0.4581341219090829,-0.4809919053539128,0.6226996782517739,-0.454222995112632,-0.3701464125442241,-0.11028939367045207,0.09435082376687894,10.62006306199402,0.10372791030361372,-0.4972246796642665,-0.26263275657601665,-0.8291477044442201,-0.15208272938146605,-0.20373418993937614,-0.48514303273077,-0.4018287439568292,-0.3807158719154684,-0.487211404169421,0.5823081272729425,-0.32834253602870705,0.5916779789056279,-0.1641668933512045,-0.29573389027379504,CB
2007-03-11 11:44:43,-0.6293546886646679,-0.5759235446549468,-0.0691388625134569,-0.1671636677530258,-0.07827390024283616,0.1958274699891897,-0.05757137273185992,0.16102103475190713,-0.2689071612065268,1.2247777915989155,1.3192911032826011,1.1397687690314628,-0.005069844845342701,-0.5238727904923491,-0.7806174416960492,0.5738391523063681,-0.5513872272414899,-0.581952526643141,-0.5240158853434335,-0.5603912112643598,0.3959879045493265,-0.4334467710829383,-0.2666197560309069,-0.27602467151078197,-0.1403154967755607,1.49543014357048,-0.5505375615586839,-0.5665281276723533,-0.3481846419761932,-0.3023776927263289,-0.5872126764418574,-0.6051807671217918,-0.4731268655251321,-0.5258073352039184,-0.5137429597047217,-0.2618172195192971,-0.2395732989994961,-0.5064569694056146,0.25986182271819114,-0.14332824225305735,-0.4022927290893736,BSX
2011-10-17 04:07:02,-0.590068863688466,-0.4968595615192276,-0.03832682481013496,-0.8252477026593558,-0.09200060607255252,-0.3940597593108522,-0.11293825529879832,-0.1672035931983899,-0.21260572924400412,-0.5402415970056531,-0.11554570589425417,-0.6147566752578173,-0.12989308071002287,-0.4671250416562626,-0.6097993147082876,0.0064274466403523405,-0.4940247579956956,-0.5072888442763431,-0.5216648710365263,-0.752044708289577,0.05668306961376584,-0.4334344008845145,-0.3343790456106404,-0.17308825253055465,0.28443851482555754,-0.2680247292058732,-0.40930813257255977,-0.5292554795690964,-0.3028147985847132,-0.6096601995617654,-0.627350449336317,-0.590627748126363,-0.05130829311885647,-0.4162716107722117,-0.39616241028648896,-0.3666130396887274,0.2920812486204877,0.40000333942334215,0.1769077836713318,0.5860245461820921,0.6823998333560576,BXP
2007-10-06 05:09:09,-0.632846761995886,-0.5767005862582463,-0.048729744549740085,-0.41018162835569016,-0.0856652033819142,-0.05796122168640967,-0.10050291269018112,-0.06111078416395053,-0.4650892826573324,0.0038937780143598727,1.3844319995830032,0.5036452581955466,-0.10534666855155167,-0.5193173519389936,-0.7565250034992314,1.5517189003690757,-0.5436044357717693,-0.5703217877636926,-0.5430435497728773,-0.7356172656874157,-0.13951567936426065,-0.3360086212058383,-0.00982330862071457,-0.2511736757184453,-0.13893436808322962,0.7246603320844496,-0.4868054784858973,-0.563259741079437,-0.3341334172506832,-0.7267202021657412,-0.6773706284358518,-0.6443500629286377,-0.33801039548527445,-0.5107786588938117,-0.4984083122309921,-0.2676392095287099,-0.15995353582935334,-0.4458311646177001,-0.4037704896566828,-0.08081228895861592,-0.3148380645634406,UNP
2013-04-23 03:56:50,-0.5441730427638872,-0.4599500853625037,-0.04145651676569413,-0.6908351138304485,-0.060323592619360926,-0.2774541442166579,-0.0720792724419133,-0.08763398642256026,-0.2235168594692992,-0.2971172805073494,0.14067515288732704,-0.3174380778018997,-0.0969819682622552,-0.4542396583196282,-0.5805005490971095,-0.14649202013488594,-0.4691688167130884,-0.4694912527709499,-0.4790950458334413,-0.5850323751676021,-0.07971015090439564,-0.4388201949675074,-0.3383531974921497,-0.17164222617522334,0.35737846140997825,-0.09595140716511193,-0.4320695908128408,-0.505475114399128,-0.26184618537180554,0.07806731573659255,-0.4648228765174636,-0.4989746923253641,-0.2341196704926632,-0.4326263467567397,-0.42783312876470253,-0.4664185827072324,0.3203334226486026,0.8101682669884743,0.9649711546164946,1.1069908236357702,0.8810832459683714,AN
2012-07-28 14:57:01,-0.468345164714583,-0.4625726007736393,-0.015008415732799775,0.2436012037081149,-0.03603788230524737,0.5456443152717727,0.004901419897145438,0.4063606556440482,0.06781031754607962,0.5638164463134836,0.8858870065639263,0.8286213996008519,-0.061581361680768325,-0.4887308359378919,-0.6319314757814799,-0.387943809779999,-0.4587221167537317,-0.5089687372321384,-0.4653503026578455,-0.3468344574362607,-0.1358541163973301,-0.3331539600311071,-0.0634743590210901,-0.2799082851508147,-0.0907437804759726,-0.2798918548638567,-0.38943701823580656,-0.4737917333933581,-0.21202455713078303,-0.6535577005382563,-0.033949965976181544,-0.03467145863077697,-0.509054996443027,-0.4868829570499246,-0.4808302522665782,-0.05139386632194905,0.3794061501619344,-0.4512665815986855,0.8405400960462055,-0.1641668933512045,-0.4655487728484222,ORLY
2006-04-27 09:51:35,-0.5635041629902723,-0.5349346000809008,-0.01584593893217477,0.5608149133443361,-0.01808757468177214,0.6725386611095725,0.012599489131051305,0.44614545903196295,0.2783951308942748,0.7237943515418047,0.5158867155776427,0.5243884161575876,-0.07661790624843222,-0.5143714472239218,-0.6685443936711322,-0.009669339335988543,-0.5271660130391721,-0.5728071893917916,-0.5199115205482362,-0.3796893426405837,-0.0821511928823493,-0.3984419642046595,-0.08937258211559235,-0.29021638731239074,-0.14213461553945558,-0.2460705467386037,-0.4144023637025274,-0.5459967914440339,-0.3095534388446085,0.019537314434604585,-0.10236662431901038,-0.13329138522745984,-0.5283943151578294,-0.5505551235855861,-0.5442444183062446,0.20394198123372625,0.12770496336599982,-0.580462262146724,-0.4037704896566828,-0.14332824225305735,-0.6030988277338702,R
